"code","n_jan16","n_feb16","n_mar16","n_apr16","n_may16","n_jun16","n_jul16","n_aug16","n_spt16","n_oct16","n_nov16","n_dec16","n_jan17","n_feb17","n_mar17","n_apr17"
"h4042x4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h4051x0",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"h43812",0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2
"h43819",0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
"h439",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h44001",0,0,0,0,1,0,0,1,0,1,2,2,0,1,1,0
"h44002",0,0,0,0,1,1,0,0,5,0,1,0,1,0,1,2
"h44009",0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0
"h44011",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h4720",0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
"h47393",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h47619",0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"h4900",0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"h5000",0,0,0,0,1,1,2,2,0,0,1,0,0,2,0,1
"h509",0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
"h5123",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h52203",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"h53032",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"h53122",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2
"h53129",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
"h5316",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"h53412",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"h53413",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"h53419",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"h5502",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h60332",0,0,0,0,1,16,18,14,1,1,2,0,3,0,2,1
"h60509",0,0,0,0,1,1,4,2,0,1,2,0,0,1,0,1
"h60592",0,0,0,0,1,2,0,0,1,1,2,1,1,0,0,1
"h6241",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"h65195",0,0,0,0,1,1,0,1,0,2,0,0,1,1,1,0
"h6523",0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,2
"h66009",0,0,0,0,1,1,3,1,1,1,2,3,1,5,1,1
"h6642",0,0,0,0,1,0,4,5,2,2,1,1,1,1,1,2
"h6643",0,0,0,0,1,2,1,4,3,0,1,1,1,0,2,2
"h6991",0,0,0,0,1,1,2,1,1,4,2,2,0,1,2,1
"h70093",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h7011",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"h7091",0,0,0,0,1,1,1,1,2,3,0,2,2,2,3,3
"h7111",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h7191",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"h73011",0,0,0,0,1,1,2,1,0,2,4,3,0,1,2,1
"h73013",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"h7322",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h73893",0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0
"h7392",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h748x9",0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0
"h81392",0,0,0,0,1,0,2,1,0,0,2,1,1,0,0,2
"h81393",0,0,0,0,1,0,2,3,0,1,2,4,3,4,1,2
"h833x3",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"h918x3",0,0,0,0,1,0,0,1,0,2,1,0,3,1,2,0
"h9210",0,0,0,0,1,2,2,1,1,1,0,2,0,1,1,2
"h9223",0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,1
"h93233",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"h93239",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"h938x1",0,0,0,0,1,0,1,1,3,2,3,2,0,4,1,2
"h9392",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"h9393",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"h9482",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"h9589",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"i051",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"i052",0,0,0,0,1,1,1,0,1,0,2,1,0,0,3,0
"i099",0,0,0,0,1,0,0,1,3,1,0,1,0,2,0,0
"i1311",0,0,0,0,1,1,4,0,1,2,3,1,2,8,4,12
"i152",0,0,0,0,1,2,1,0,1,1,2,0,1,0,0,2
"i251",0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3
"i253",0,0,0,0,1,1,3,0,3,0,0,0,3,1,2,1
"i2542",0,0,0,0,1,1,0,1,0,0,1,1,0,3,1,1
"i279",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"i288",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"i289",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i400",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"i427",0,0,0,0,1,0,0,0,1,2,0,4,1,3,2,3
"i4439",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"i4469",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"i451",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"i453",0,0,0,0,1,1,2,1,0,1,1,0,1,0,1,0
"i468",0,0,0,0,1,2,5,3,5,3,5,4,9,4,8,10
"i47",0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,1
"i6021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i604",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i61",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"i612",0,0,0,0,1,2,0,1,1,3,1,0,1,1,0,0
"i613",0,0,0,0,1,1,3,0,0,0,1,0,0,2,1,0
"i616",0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0
"i6310",0,0,0,0,1,2,1,3,3,1,2,1,0,0,1,0
"i63111",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"i63231",0,0,0,0,1,1,1,1,0,2,0,2,2,1,4,3
"i6330",0,0,0,0,1,1,4,3,3,3,3,2,2,2,3,1
"i63341",0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"i63421",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"i63441",0,0,0,0,1,0,2,0,0,1,1,0,3,1,0,1
"i63521",0,0,0,0,1,0,0,0,1,2,3,1,0,1,0,1
"i66",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"i6609",0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
"i6622",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"i6781",0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
"i69",0,0,0,0,1,0,2,1,1,1,0,2,1,0,0,0
"i69022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i69154",0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"i69191",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"i69198",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"i69228",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i69254",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"i69291",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"i69334",0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,2
"i69349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i69898",0,0,0,0,1,0,0,2,0,1,1,1,2,2,0,1
"i69921",0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
"i69922",0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
"i69928",0,0,0,0,1,0,2,0,0,1,1,1,1,0,1,0
"i69959",0,0,0,0,1,0,0,1,1,2,0,3,2,4,2,4
"i69990",0,0,0,0,1,2,3,0,0,0,1,1,0,0,1,0
"i69991",0,0,0,0,1,1,0,1,0,0,1,2,1,5,3,1
"i70212",0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
"i70218",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"i70229",0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"i70234",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"i70239",0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0
"i70244",0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1
"i70249",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"i70261",0,0,0,0,1,1,0,0,1,2,0,0,1,0,1,0
"i71",0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0
"i75021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i774",0,0,0,0,1,0,2,0,2,0,3,1,1,0,4,5
"i7772",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"i8011",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"i820",0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"i82290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"i8240",0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0
"i82433",0,0,0,0,1,0,1,2,1,3,1,0,2,0,2,1
"i82443",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"i82519",0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"i82532",0,0,0,0,1,0,1,1,1,2,1,0,0,0,4,1
"i82619",0,0,0,0,1,2,0,1,1,1,2,0,1,1,2,2
"i82819",0,0,0,0,1,0,1,1,1,4,1,3,0,1,0,0
"i82a11",0,0,0,0,1,1,3,0,3,4,3,1,1,2,2,0
"i82b11",0,0,0,0,1,1,2,0,0,1,2,1,0,3,1,1
"i82b12",0,0,0,0,1,2,0,0,1,2,1,0,2,4,0,0
"i82c11",0,0,0,0,1,1,1,0,0,2,3,2,5,0,1,2
"i82c12",0,0,0,0,1,0,1,0,0,1,1,1,2,1,1,1
"i83008",0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
"i83892",0,0,0,0,1,7,3,1,5,3,1,2,0,2,4,6
"i8392",0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,3
"i862",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
"i87309",0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"i87311",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"i87312",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i899",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"i9762",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"imo0002",0,0,0,0,1,0,0,1,0,21,13,20,15,14,20,16
"j0301",0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1
"j0431",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"j112",0,0,0,0,1,0,1,1,0,0,0,1,1,3,2,2
"j34",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"j39",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"j393",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"j45",0,0,0,0,1,3,1,1,1,0,3,1,2,1,2,0
"j4532",0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
"j4590",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"j45991",0,0,0,0,1,1,2,2,1,1,4,0,1,0,2,5
"j6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"j679",0,0,0,0,1,1,0,2,0,0,0,3,4,3,0,2
"j683",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
"j8482",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"j852",0,0,0,0,1,0,1,1,0,2,0,3,2,4,1,3
"j9312",0,0,0,0,1,0,0,0,0,1,2,1,1,0,2,0
"j952",0,0,0,0,1,1,0,0,1,1,1,2,3,3,1,4
"j9582",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"j960",0,0,0,0,1,1,0,0,1,1,0,0,3,2,0,1
"j962",0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,2
"j969",0,0,0,0,1,2,1,2,0,1,1,0,0,2,0,0
"k0252",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"k0501",0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0
"k08119",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"k08419",0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0
"k22711",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"k250",0,0,0,0,1,3,1,1,3,2,2,2,0,1,3,1
"k251",0,0,0,0,1,2,0,2,0,0,2,2,0,4,3,2
"k287",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"k2951",0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0
"k297",0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
"k298",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"k3",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"k31",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"k314",0,0,0,0,1,1,0,2,2,0,0,1,1,3,0,1
"k4040",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"k46",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"k50113",0,0,0,0,1,2,2,1,2,0,1,1,1,0,3,1
"k50114",0,0,0,0,1,2,0,0,2,1,0,2,0,1,1,0
"k50818",0,0,0,0,1,0,2,0,0,2,2,0,2,0,0,0
"k50912",0,0,0,0,1,0,0,1,0,1,1,2,1,0,2,0
"k51011",0,0,0,0,1,1,2,0,1,1,1,0,0,3,2,2
"k51018",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"k51211",0,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1
"k51219",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"k51319",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"k5150",0,0,0,0,1,1,0,0,2,1,1,1,2,1,0,1
"k51811",0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
"k522",0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0
"k55",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"k573",0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"k5902",0,0,0,0,1,0,2,1,0,2,3,1,0,2,0,0
"k6",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"k62",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"k624",0,0,0,0,1,2,7,1,2,2,0,4,0,2,0,1
"k653",0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0
"k66",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"k7291",0,0,0,0,1,1,2,1,1,2,0,0,1,2,1,1
"k768",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"k77",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"k801",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"k8019",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"k8033",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"k81",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"k820",0,0,0,0,1,0,1,2,0,1,0,0,2,0,1,0
"k834",0,0,0,0,1,4,0,5,3,0,1,2,0,1,0,0
"k835",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"k85",0,0,0,0,1,1,1,1,2,0,0,0,2,0,1,2
"k9",0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1
"k9081",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"k909",0,0,0,0,1,3,3,1,2,0,1,3,2,5,8,4
"k9289",0,0,0,0,1,0,0,0,1,0,1,3,1,3,0,0
"k9433",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l0203",0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"l0213",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"l02221",0,0,0,0,1,0,2,0,0,2,0,1,1,1,0,1
"l02229",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"l02519",0,0,0,0,1,2,6,5,3,5,2,5,4,2,8,5
"l02621",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l02831",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"l029",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l03122",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l03124",0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,1
"l039",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"l111",0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0
"l14",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l2084",0,0,0,0,1,0,0,2,1,0,3,5,3,1,4,2
"l2089",0,0,0,0,1,1,2,2,0,3,2,0,2,2,2,1
"l211",0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0
"l234",0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0
"l241",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"l291",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"l45",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l531",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l563",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"l599",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"l608",0,0,0,0,1,0,1,2,1,1,1,2,2,1,3,1
"l662",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"l680",0,0,0,0,1,1,2,0,1,1,1,0,0,1,5,3
"l704",0,0,0,0,1,3,1,3,0,1,2,2,1,2,2,2
"l89131",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"l89141",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"l89222",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"l89302",0,0,0,0,1,2,1,1,1,0,2,2,2,1,0,1
"l89310",0,0,0,0,1,1,0,1,0,0,1,1,1,3,1,0
"l89320",0,0,0,0,1,1,0,1,1,0,0,1,2,1,2,0
"l89509",0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"l89614",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"l89622",0,0,0,0,1,1,0,0,1,1,1,2,0,1,1,1
"l900",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"l958",0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1
"l97119",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"l97321",0,0,0,0,1,0,2,0,1,1,0,0,1,1,0,0
"l97412",0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
"l97513",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"l97829",0,0,0,0,1,2,3,4,2,2,4,1,2,4,1,3
"l97922",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
"l98429",0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1
"m00051",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"m00061",0,0,0,0,1,0,2,0,1,2,1,0,0,1,1,0
"m00261",0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0
"m00831",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"m0500",0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,0
"m0609",0,0,0,0,1,0,1,0,0,1,0,0,2,1,3,0
"m06821",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"m06822",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m06831",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"m06832",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"m06841",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"m06842",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"m0688",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"m07641",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m07642",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m07671",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m07672",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m10022",0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0
"m10042",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"m11272",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m11842",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"m11849",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m12852",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"m1310",0,0,0,0,1,1,0,1,1,0,0,1,0,2,0,0
"m13172",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m13812",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"m13862",0,0,0,0,1,0,2,2,0,0,0,1,1,0,0,2
"m158",0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,1
"m1610",0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0
"m19039",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"m19041",0,0,0,0,1,3,8,4,7,7,13,7,9,6,10,10
"m19212",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"m1a0610",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"m1a0710",0,0,0,0,1,1,1,0,0,1,2,2,0,1,1,0
"m1a3710",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m1a9xx0",0,0,0,0,1,0,2,3,2,4,3,2,6,4,7,4
"m20001",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"m20092",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"m2030",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m2061",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"m21331",0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0
"m2137",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m21372",0,0,0,0,1,4,2,2,0,0,4,7,2,1,7,2
"m2170",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"m21952",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"m21961",0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0
"m21962",0,0,0,0,1,0,0,1,1,2,1,1,1,1,0,0
"m23307",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m2342",0,0,0,0,1,3,2,1,0,0,1,0,3,0,2,1
"m24549",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"m24851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"m2520",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"m25331",0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1
"m25361",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"m25362",0,0,0,0,1,2,1,0,1,0,1,0,1,1,2,1
"m25476",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"m2548",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m2555",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"m2556",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"m25611",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"m25612",0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1
"m25651",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m2580",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"m25821",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m25861",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2
"m25862",0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0
"m259",0,0,0,0,1,2,1,0,2,1,0,1,3,0,0,2
"m2630",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"m4143",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m4200",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"m4313",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"m454",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"m4649",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m4810",0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,0
"m4819",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m4846xa",0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
"m4850xd",0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
"m5010",0,0,0,0,1,2,1,0,1,1,4,1,2,1,2,1
"m5184",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"m5388",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m6",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"m60001",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"m60051",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"m60062",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"m6008",0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,2
"m6088",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m6100",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m62242",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m6240",0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0
"m62561",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"m6259",0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
"m629",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"m6520",0,0,0,0,1,0,1,2,3,1,0,1,1,0,1,2
"m6530",0,0,0,0,1,1,1,0,1,0,0,0,1,2,2,0
"m65331",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"m65332",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m65342",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"m65851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m65859",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m66331",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m669",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m67472",0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0
"m7031",0,0,0,0,1,2,1,3,4,1,2,1,2,0,2,2
"m7070",0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0
"m71021",0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0
"m71121",0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0
"m71162",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1
"m712",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"m71462",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
